device_id,address,date,tds
153,"Антонича, 6 Близенько 2.00 грн",2025-05-29,8
153,"Антонича, 6 Близенько 2.00 грн",2025-07-07,11
153,"Антонича, 6 Близенько 2.00 грн",2025-09-04,12
153,"Антонича, 6 Близенько 2.00 грн",2025-10-03,15
153,"Антонича, 6 Близенько 2.00 грн",2025-11-01,14
240,"Багряного, 39 Близенько 2.00 грн",2025-07-05,11
240,"Багряного, 39 Близенько 2.00 грн",2025-07-26,13
240,"Багряного, 39 Близенько 2.00 грн",2025-08-27,15
240,"Багряного, 39 Близенько 2.00 грн",2025-09-28,14
240,"Багряного, 39 Близенько 2.00 грн",2025-10-27,17
164,"Бандери, 69 Близенько 2.00 грн",2025-05-30,16
164,"Бандери, 69 Близенько 2.00 грн",2025-06-19,21
164,"Бандери, 69 Близенько 2.00 грн",2025-06-27,21
164,"Бандери, 69 Близенько 2.00 грн",2025-07-21,6
164,"Бандери, 69 Близенько 2.00 грн",2025-08-20,5
164,"Бандери, 69 Близенько 2.00 грн",2025-08-21,3
164,"Бандери, 69 Близенько 2.00 грн",2025-09-12,3
164,"Бандери, 69 Близенько 2.00 грн",2025-09-28,2
164,"Бандери, 69 Близенько 2.00 грн",2025-10-29,3
297,"Біберовича, 11 Близенько 1.50 грн",2025-05-27,41
297,"Біберовича, 11 Близенько 1.50 грн",2025-06-29,44
297,"Біберовича, 11 Близенько 1.50 грн",2025-07-26,45
297,"Біберовича, 11 Близенько 1.50 грн",2025-08-27,46
297,"Біберовича, 11 Близенько 1.50 грн",2025-09-27,47
297,"Біберовича, 11 Близенько 1.50 грн",2025-10-24,48
272,"Білогірська, 3 Близенько 1.50 грн",2025-06-05,24
272,"Білогірська, 3 Близенько 1.50 грн",2025-07-17,38
272,"Білогірська, 3 Близенько 1.50 грн",2025-07-31,41
272,"Білогірська, 3 Близенько 1.50 грн",2025-08-26,35
272,"Білогірська, 3 Близенько 1.50 грн",2025-10-17,30
190,"Братів Міхновських,  23  Близенько 2.00 грн",2025-07-27,10
190,"Братів Міхновських,  23  Близенько 2.00 грн",2025-09-30,5
236,"Брюховицька, 143 Близенько 2.00 грн",2025-06-03,8
236,"Брюховицька, 143 Близенько 2.00 грн",2025-06-26,9
236,"Брюховицька, 143 Близенько 2.00 грн",2025-07-31,10
236,"Брюховицька, 143 Близенько 2.00 грн",2025-09-05,11
236,"Брюховицька, 143 Близенько 2.00 грн",2025-09-25,12
236,"Брюховицька, 143 Близенько 2.00 грн",2025-10-06,13
236,"Брюховицька, 143 Близенько 2.00 грн",2025-10-24,14
156,"Брюховичі Івасюка, 1 Близенько 2.00 грн",2025-06-03,18
156,"Брюховичі Івасюка, 1 Близенько 2.00 грн",2025-07-06,20
156,"Брюховичі Івасюка, 1 Близенько 2.00 грн",2025-07-31,22
156,"Брюховичі Івасюка, 1 Близенько 2.00 грн",2025-09-05,25
156,"Брюховичі Івасюка, 1 Близенько 2.00 грн",2025-10-06,24
156,"Брюховичі Івасюка, 1 Близенько 2.00 грн",2025-10-24,23
243,"Брюховичі Львівська, 92 Близенько 2.00 грн",2025-06-03,6
243,"Брюховичі Львівська, 92 Близенько 2.00 грн",2025-07-06,5
243,"Брюховичі Львівська, 92 Близенько 2.00 грн",2025-07-31,10
243,"Брюховичі Львівська, 92 Близенько 2.00 грн",2025-09-05,8
243,"Брюховичі Львівська, 92 Близенько 2.00 грн",2025-10-24,7
344,"Брюховичі, Весняна, 1а 1.50 грн",2025-09-05,241
344,"Брюховичі, Весняна, 1а 1.50 грн",2025-09-25,231
344,"Брюховичі, Весняна, 1а 1.50 грн",2025-10-24,4
179,"В.Великого, 1 Близенько 2.00 грн",2025-07-02,50
179,"В.Великого, 1 Близенько 2.00 грн",2025-09-26,5
179,"В.Великого, 1 Близенько 2.00 грн",2025-10-27,5
18,"В.Великого, 103  Близенько 1.50 грн",2025-07-02,11
18,"В.Великого, 103  Близенько 1.50 грн",2025-07-31,12
18,"В.Великого, 103  Близенько 1.50 грн",2025-11-03,14
116,"В.Великого, 35а Близенько 2.00 грн",2025-07-02,77
116,"В.Великого, 35а Близенько 2.00 грн",2025-07-31,86
116,"В.Великого, 35а Близенько 2.00 грн",2025-10-14,6
116,"В.Великого, 35а Близенько 2.00 грн",2025-10-27,6
221,"В.Великого, 75  Близенько 1.50 грн",2025-07-02,44
221,"В.Великого, 75  Близенько 1.50 грн",2025-11-06,40
259,"Васильківського,9  Сім23 1.50 грн",2025-07-25,20
259,"Васильківського,9  Сім23 1.50 грн",2025-10-31,5
254,"Вашингтона, 4в Близенько 2.00 грн",2025-06-03,9
254,"Вашингтона, 4в Близенько 2.00 грн",2025-07-04,13
254,"Вашингтона, 4в Близенько 2.00 грн",2025-08-06,17
254,"Вашингтона, 4в Близенько 2.00 грн",2025-09-06,18
254,"Вашингтона, 4в Близенько 2.00 грн",2025-09-27,17
254,"Вашингтона, 4в Близенько 2.00 грн",2025-10-31,22
327,"Веливока, 9 Близенько 2.00 грн",2025-06-19,9
327,"Веливока, 9 Близенько 2.00 грн",2025-07-16,9
327,"Веливока, 9 Близенько 2.00 грн",2025-07-29,9
327,"Веливока, 9 Близенько 2.00 грн",2025-08-18,41
327,"Веливока, 9 Близенько 2.00 грн",2025-08-29,25
327,"Веливока, 9 Близенько 2.00 грн",2025-09-18,24
327,"Веливока, 9 Близенько 2.00 грн",2025-09-26,25
327,"Веливока, 9 Близенько 2.00 грн",2025-10-11,26
327,"Веливока, 9 Близенько 2.00 грн",2025-10-25,22
327,"Веливока, 9 Близенько 2.00 грн",2025-11-07,20
327,"Веливока, 9 Близенько 2.00 грн",2025-11-13,22
339,"Вербицького, 16  Близенько 1.50 грн",2025-07-17,5
339,"Вербицького, 16  Близенько 1.50 грн",2025-08-26,5
339,"Вербицького, 16  Близенько 1.50 грн",2025-10-17,6
107,"Ветеранів, 5 ОСББ  1.50 грн",2025-06-09,33
107,"Ветеранів, 5 ОСББ  1.50 грн",2025-06-25,34
107,"Ветеранів, 5 ОСББ  1.50 грн",2025-10-11,8
107,"Ветеранів, 5 ОСББ  1.50 грн",2025-10-27,3
202,"Виговського, 5 Сімі 2.00 грн",2025-05-28,9
202,"Виговського, 5 Сімі 2.00 грн",2025-06-30,10
202,"Виговського, 5 Сімі 2.00 грн",2025-07-25,11
202,"Виговського, 5 Сімі 2.00 грн",2025-08-27,12
202,"Виговського, 5 Сімі 2.00 грн",2025-09-24,13
202,"Виговського, 5 Сімі 2.00 грн",2025-10-27,16
52,"Виговського, 5б Близенько 1.50 грн",2025-05-28,22
52,"Виговського, 5б Близенько 1.50 грн",2025-06-29,23
52,"Виговського, 5б Близенько 1.50 грн",2025-07-25,24
52,"Виговського, 5б Близенько 1.50 грн",2025-08-27,28
52,"Виговського, 5б Близенько 1.50 грн",2025-09-25,29
52,"Виговського, 5б Близенько 1.50 грн",2025-10-27,33
205,"Винники, Винна гора, 10б  Близенько 2.00 грн",2025-07-09,7
205,"Винники, Винна гора, 10б  Близенько 2.00 грн",2025-07-28,7
205,"Винники, Винна гора, 10б  Близенько 2.00 грн",2025-08-16,5
205,"Винники, Винна гора, 10б  Близенько 2.00 грн",2025-09-06,4
205,"Винники, Винна гора, 10б  Близенько 2.00 грн",2025-10-28,5
205,"Винники, Винна гора, 10б  Близенько 2.00 грн",2025-11-15,4
205,"Винники, Винна гора, 10б  Близенько 2.00 грн",2025-11-21,3
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-07-04,10
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-07-28,7
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-07-29,5
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-08-16,7
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-09-06,4
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-09-28,3
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-10-17,5
126,"Винники, Сахарова, 10 Близенько 2.00 грн",2025-11-15,4
251,"Винники, Франка, 53 Близенько 1.50 грн",2025-10-28,6
249,"Віденська,9 Рукавичка 1.50 грн",2025-05-27,68
249,"Віденська,9 Рукавичка 1.50 грн",2025-07-28,65
249,"Віденська,9 Рукавичка 1.50 грн",2025-10-01,49
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-05-28,44
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-06-04,39
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-07-02,24
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-07-18,6
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-07-31,5
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-08-14,4
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-08-25,3
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-09-25,3
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-10-27,4
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-11-13,3
154,"Гайдамацька, 9а Близенько 2.00 грн",2025-11-20,2
340,"Гашека, 17 Близенько 1.50 грн",2025-07-05,16
340,"Гашека, 17 Близенько 1.50 грн",2025-07-30,15
340,"Гашека, 17 Близенько 1.50 грн",2025-09-06,12
340,"Гашека, 17 Близенько 1.50 грн",2025-10-24,15
340,"Гашека, 17 Близенько 1.50 грн",2025-10-30,15
325,"Ген Тарнавського, 7б Близенько 2.00 грн",2025-06-05,7
325,"Ген Тарнавського, 7б Близенько 2.00 грн",2025-07-17,8
325,"Ген Тарнавського, 7б Близенько 2.00 грн",2025-07-31,7
325,"Ген Тарнавського, 7б Близенько 2.00 грн",2025-08-26,7
325,"Ген Тарнавського, 7б Близенько 2.00 грн",2025-10-17,7
178,"Генерала Тарнавського, 104б Близенько 2.00 грн",2025-05-27,16
178,"Генерала Тарнавського, 104б Близенько 2.00 грн",2025-06-02,18
178,"Генерала Тарнавського, 104б Близенько 2.00 грн",2025-07-01,23
178,"Генерала Тарнавського, 104б Близенько 2.00 грн",2025-08-16,11
178,"Генерала Тарнавського, 104б Близенько 2.00 грн",2025-08-29,7
178,"Генерала Тарнавського, 104б Близенько 2.00 грн",2025-09-28,4
178,"Генерала Тарнавського, 104б Близенько 2.00 грн",2025-10-28,6
275,"Героїв УПА,73в ОСББ  1.50 грн",2025-05-27,17
275,"Героїв УПА,73в ОСББ  1.50 грн",2025-06-26,22
275,"Героїв УПА,73в ОСББ  1.50 грн",2025-09-29,29
275,"Героїв УПА,73в ОСББ  1.50 грн",2025-10-15,30
275,"Героїв УПА,73в ОСББ  1.50 грн",2025-10-27,30
305,"Гориня, 39 Близенько 1.50 грн",2025-05-29,19
305,"Гориня, 39 Близенько 1.50 грн",2025-08-07,20
305,"Гориня, 39 Близенько 1.50 грн",2025-09-04,31
305,"Гориня, 39 Близенько 1.50 грн",2025-10-03,36
305,"Гориня, 39 Близенько 1.50 грн",2025-10-31,41
212,"Городоцька, 213 Близенько 1.50 грн",2025-05-28,35
212,"Городоцька, 213 Близенько 1.50 грн",2025-06-26,38
212,"Городоцька, 213 Близенько 1.50 грн",2025-07-26,37
212,"Городоцька, 213 Близенько 1.50 грн",2025-08-27,38
212,"Городоцька, 213 Близенько 1.50 грн",2025-09-28,39
212,"Городоцька, 213 Близенько 1.50 грн",2025-10-27,38
269,"Городоцька, 226а Близенько 2.00 грн",2025-06-03,27
269,"Городоцька, 226а Близенько 2.00 грн",2025-06-27,26
269,"Городоцька, 226а Близенько 2.00 грн",2025-08-05,31
269,"Городоцька, 226а Близенько 2.00 грн",2025-09-07,33
269,"Городоцька, 226а Близенько 2.00 грн",2025-09-22,32
269,"Городоцька, 226а Близенько 2.00 грн",2025-10-25,35
268,"Городоцька, 45 Близенько 2.00 грн",2025-06-26,20
268,"Городоцька, 45 Близенько 2.00 грн",2025-07-04,19
268,"Городоцька, 45 Близенько 2.00 грн",2025-07-21,20
268,"Городоцька, 45 Близенько 2.00 грн",2025-07-30,21
268,"Городоцька, 45 Близенько 2.00 грн",2025-08-22,6
268,"Городоцька, 45 Близенько 2.00 грн",2025-09-01,3
268,"Городоцька, 45 Близенько 2.00 грн",2025-10-31,3
51,"Грінченка, 6 Близенько 1.50 грн",2025-06-27,21
51,"Грінченка, 6 Близенько 1.50 грн",2025-07-29,23
51,"Грінченка, 6 Близенько 1.50 грн",2025-08-12,21
51,"Грінченка, 6 Близенько 1.50 грн",2025-08-30,22
51,"Грінченка, 6 Близенько 1.50 грн",2025-11-08,15
195,"Грушевського, 7/9 Близенько 2.00 грн",2025-05-28,47
195,"Грушевського, 7/9 Близенько 2.00 грн",2025-07-18,10
195,"Грушевського, 7/9 Близенько 2.00 грн",2025-07-31,9
195,"Грушевського, 7/9 Близенько 2.00 грн",2025-08-13,8
195,"Грушевського, 7/9 Близенько 2.00 грн",2025-08-31,7
195,"Грушевського, 7/9 Близенько 2.00 грн",2025-09-28,6
195,"Грушевського, 7/9 Близенько 2.00 грн",2025-10-22,2
114,"Демнянська, 26 Близенько 1.50 грн",2025-05-29,4
114,"Демнянська, 26 Близенько 1.50 грн",2025-07-05,5
114,"Демнянська, 26 Близенько 1.50 грн",2025-08-05,6
114,"Демнянська, 26 Близенько 1.50 грн",2025-08-28,7
114,"Демнянська, 26 Близенько 1.50 грн",2025-10-02,9
114,"Демнянська, 26 Близенько 1.50 грн",2025-10-25,5
241,"Дзиндри, 1а  Близенько 2.00 грн",2025-07-01,8
241,"Дзиндри, 1а  Близенько 2.00 грн",2025-07-25,8
241,"Дзиндри, 1а  Близенько 2.00 грн",2025-08-09,8
241,"Дзиндри, 1а  Близенько 2.00 грн",2025-08-31,9
241,"Дзиндри, 1а  Близенько 2.00 грн",2025-11-03,8
226,"Дністерська, 1  Близенько 1.50 грн",2025-05-30,18
226,"Дністерська, 1  Близенько 1.50 грн",2025-06-30,21
226,"Дністерська, 1  Близенько 1.50 грн",2025-08-06,19
226,"Дністерська, 1  Близенько 1.50 грн",2025-08-29,20
226,"Дністерська, 1  Близенько 1.50 грн",2025-09-27,19
226,"Дністерська, 1  Близенько 1.50 грн",2025-10-29,26
55,"Довбуша, 1  Товари з Італії 2.00 грн",2025-06-04,15
55,"Довбуша, 1  Товари з Італії 2.00 грн",2025-10-27,19
55,"Довбуша, 1  Товари з Італії 2.00 грн",2025-11-13,19
320,"Довженка, 12 Близенько 1.50 грн",2025-06-05,14
320,"Довженка, 12 Близенько 1.50 грн",2025-07-17,23
320,"Довженка, 12 Близенько 1.50 грн",2025-08-26,17
320,"Довженка, 12 Близенько 1.50 грн",2025-10-17,11
87,"Довженка, 5  Близенько 1.50 грн",2025-05-29,10
87,"Довженка, 5  Близенько 1.50 грн",2025-07-07,14
87,"Довженка, 5  Близенько 1.50 грн",2025-09-04,16
87,"Довженка, 5  Близенько 1.50 грн",2025-10-02,15
87,"Довженка, 5  Близенько 1.50 грн",2025-11-01,22
118,"Драгана, 4б  Близенько 2.00 грн",2025-05-29,9
118,"Драгана, 4б  Близенько 2.00 грн",2025-07-07,10
118,"Драгана, 4б  Близенько 2.00 грн",2025-09-04,14
118,"Драгана, 4б  Близенько 2.00 грн",2025-10-03,17
118,"Драгана, 4б  Близенько 2.00 грн",2025-11-01,16
108,"Дунайська, 7 Близенько 1.50 грн",2025-05-27,16
108,"Дунайська, 7 Близенько 1.50 грн",2025-06-30,18
108,"Дунайська, 7 Близенько 1.50 грн",2025-08-06,17
108,"Дунайська, 7 Близенько 1.50 грн",2025-08-29,20
108,"Дунайська, 7 Близенько 1.50 грн",2025-09-27,19
108,"Дунайська, 7 Близенько 1.50 грн",2025-10-29,26
180,"Замарстинівська, 170б  Близенько 2.00 грн",2025-07-07,28
180,"Замарстинівська, 170б  Близенько 2.00 грн",2025-07-31,31
180,"Замарстинівська, 170б  Близенько 2.00 грн",2025-08-25,6
180,"Замарстинівська, 170б  Близенько 2.00 грн",2025-09-26,5
180,"Замарстинівська, 170б  Близенько 2.00 грн",2025-10-27,4
258,"Замарстинівська, 170н Близенько 2.00 грн",2025-07-07,28
258,"Замарстинівська, 170н Близенько 2.00 грн",2025-07-31,34
258,"Замарстинівська, 170н Близенько 2.00 грн",2025-08-25,31
258,"Замарстинівська, 170н Близенько 2.00 грн",2025-09-26,34
258,"Замарстинівська, 170н Близенько 2.00 грн",2025-10-27,36
